Name,Location,Rating,Contact
Bella Luna Aesthetic Center,"2483 Interstate 40 Frontage Road, Amarillo, TX, 79109",5.0,+18064633200
Blue Sage Med Spa,"6009 Belpree Rd, Amarillo, TX, 79106",5.0,+18064430701
