Name,Location,Rating,Contact
Skin Deep,"207 Alcove Dr, Grand Junction, CO, 81507",5.0,+19702509249
Beautifeye Day Spa,"863 Colorado Ave, Grand Junction, CO, 81501",4.5,+19706971250
