Name,Location,Rating,Contact
Beleza Medspa,"3106 South W S Young Dr, Killeen, TX, 76542",5.0,+12542135300
About Face Anti-Aging Institute,"201 E Central Texas Expwy, Harker Heights, TX, 76548",4.0,+12547915515
Red Stella Hair Salon,"5117 N Lamar Blvd, Austin, TX, 78751",4.5,+15124336762
