Name,Location,Rating,Contact
Skin & Body Refinery,"2210 Austin Ave, Waco, TX, 76701",4.0,+12542350605
The Alternative Touch Wellness,"2066 N Valley Mills Dr, Waco, TX, 76710",5.0,+12543391310
"Revitalize Skin, MD","1428 Wooded Acres Dr, Waco, TX, 76710",5.0,+12548554849
