Name,Location,Rating,Contact
Laser Dynamics Skin Care Center,"3601 22nd St, Lubbock, TX, 79410",5.0,+18067949705
"Rhiannon Newsom, NP-C","3519 22nd Pl, Lubbock, TX, 79410",5.0,+18067893218
The Spa,"8008 Slide, Lubbock, TX, 79424",5.0,+18067015840
