Name,Location,Rating,Contact
The Retreat,"8831 Bluebonnet Blvd, Baton Rouge, LA, 70810",4.5,+12257614567
Vida Pura Spa,"11603 Newcastle Ave, Baton Rouge, LA, 70806",5.0,+12253163466
The Beauté Suite,"11918 Bricksome Ave, Baton Rouge, LA, 70816",5.0,+12256100028
The Dermatology Clinic,"5326 Odonovan Dr, Baton Rouge, LA, 70808",4.0,+12257697546
Urban Lash,"18181 Jefferson Hwy, Baton Rouge, LA, 70817",5.0,+12257739792
St. Michel Day Spa,"38113 Post Office Rd, Prairieville, LA, 70769",4.5,+12256738682
