Name,Location,Rating,Contact
Kiss Me Med Spa,"1642 East Herndon Ave, Fresno, CA, 93720",4.5,+15598380500
Jovita's Professional Skin Care,"8099 N Paula Ave, Fresno, CA, 93720",5.0,+15599307494
