Name,Location,Rating,Contact
Center Aesthetic & Dermatology,"37 Union Sq W, New York, NY, 10003",5.0,+12124333344
Plump Cosmetics & Injectables,"224 West 18th St, New York, NY, 10011",4.5,+16463468809
KLARA Beauty Lab,"50 E 78th St, New York, NY, 10075",5.0,+12123900239
Studio 17 Cosmetics & Wellness,"601 9th St, Hoboken, NJ, 07030",5.0,+12013014344
Evolve Med Spa,"706 Grand St, Hoboken, NJ, 07030",5.0,+18008678015
KUR Skin Lab,"875 3rd Ave, New York, NY, 10022",4.5,+12129510488
"Amanda Doyle, MD","115 E 57th St, New York, NY, 10022",4.5,+16468737546
Downtown Medspa,"115 Christopher Columbus Dr, Jersey City, NJ, 07302",4.0,+12012213083
Park Slope Laser Aesthetic Center,"480 5th Ave Corner Of 11th St, Brooklyn, NY, 11215",4.5,+17183690019
Sacred Skincare,"111 John St, New York, NY, 10038",5.0,+19293461907
Juvly Aesthetics,"18 East 41st St, New York, NY, 10017",4.0,+18002540188
"Genevieve Vielbig, RN, BSN, CANS","11 Howard St, New York, NY, 10013",5.0,+16464673322
Neinstein Plastic Surgery,"135 E 74th St, New York, NY, 10021",5.0,+12122490949
Beau Esthetic,"1637 Palisade Ave, Fort Lee, NJ, 07024",5.0,+12014828400
Lumena Aesthetics,"296 Bond St, Brooklyn, NY, 11231",4.5,+13478350047
EC Beauty Studio and Spa,"80 River St, Hoboken, NJ, 07030",4.5,+12019190522
Glamor Skin,"140 Broadway, New York, NY, 10005",5.0,+19292725500
Spring Street Dermatology,"73 Spring St, New York, NY, 10012",4.0,+12124314749
Washington Square Dermatology- Samer Jaber MD and Susanna Franks,"18 Washington Square N, New York, NY, 10011",4.5,+12122561075
"Chaneve Jeanniton, MD - Brooklyn Face & Eye","115 Prospect Park W, Brooklyn, NY, 11215",5.0,+17189651150
Manhattan Aesthetics,"36 E 36th St, New York, NY, 10016",4.5,+12129608172
Duo Dental / Laser Spa,"69-02 Austin St, Forest Hills, NY, 11375",5.0,+17182614747
Dolce Aesthetics,"81-03 Myrtle Ave, Glendale, NY, 11385",4.5,+17183652369
Rachel MedSpa,"206 E 73rd St, New York, NY, 10021",4.5,+17183800023
Infinity Laser Spa,"866 Avenue Of The Americas, New York, NY, 10001",4.5,+13477919600
Chiselle Medspa & Wellness,"474 Ovington Ave, Brooklyn, NY, 11209",5.0,+17182382538
Mavenesthetix,"315 Madison Ave, New York, NY, 10017",5.0,+12125000126
Dolce Aesthetics,"8721 3rd Ave, Brooklyn, NY, 11209",4.5,+17187453941
MiracleFace MedSpa,"211 E 43rd St, New York, NY, 10017",4.0,+12129207790
Upper West Spa,"187 Amsterdam Ave, New York, NY, 10023",5.0,+12127871696
Skinney Medspa,"37 W 57th St, New York, NY, 10019",5.0,+12123711200
The Silhouette House,"335 Union Blvd, Totowa, NJ, 07512",5.0,+18622571888
GG Laser,"31 E 32nd St, New York, NY, 10016",5.0,+19176600626
EGA Medical,"201 E 69th St, New York, NY, 10021",4.5,+12123271428
Spark Laser Center,"119 W 57th St, New York, NY, 10019",4.5,+12122450940
Artisans Aesthetic Services,"466 Bay Ridge Ave, New York, NY, 11220",5.0,+17184912003
Manhattan Laser Spa,"7802 3rd Ave, Brooklyn, NY, 11209",4.5,+17184495939
City Glow,"336 E 5th St, New York, NY, 10003",4.5,+12128372199
Erase Spa,"358 7th Ave, New York, NY, 10001",4.5,+12123796558
Heights Aesthetic Laser Center,"147 Montague St, Brooklyn, NY, 11201",5.0,+13479160033
Purely Natural Medical Spa,"135 N 9th St, Brooklyn, NY, 11249",4.5,+13475991364
Ingleton Dermatology,"14 E 4th St, New York, NY, 10012",4.0,+12126737100
Plump Cosmetics & Injectables,"210 East 60th St, New York, NY, 10022",5.0,+16463468809
The Fountain of Youth Lounge,"203 Chrystie St, New York, NY, 10002",5.0,+16466093660
SkinProLogica,"226 5th Ave, New York, NY, 10001",4.0,+13474756522
Glo Boutique Spa,"74 N 8th St, Brooklyn, NY, 11249",5.0,+13478895050
Skin Glow Medical,"111-17A Queens Blvd, Forest Hills, NY, 11375",4.5,+13474559142
"Leslie Gerstman, MD","149 E 62nd St, New York, NY, 10065",4.0,+12129663991
O'Skin Studio NYC,"30-91 31st St, Astoria, NY, 11102",5.0,+13473355540
Plump Cosmetics & Injectables,"211 Elizabeth St, New York, NY, 10012",5.0,+16463307464
V&N Laser Skincare at Park Slope,"157 5th Ave, Brooklyn, NY, 11217",5.0,+17186009258
Geria Dermatology,"75 Orient Way, Rutherford, NJ, 07070",4.5,+12016238000
Russak Dermatology Clinic & Russak+ Aesthetic Center,"115 E 57th St, New York, NY, 10022",4.5,+16468737546
MedAesthetique,"165 West End Ave, New York, NY, 10023",4.0,+12122569697
Pacific Touch NYC,"928 Broadway, New York, NY, 10010",5.0,+12127771318
Facials By Martha,"30-11 Steinway St, Astoria, NY, 11103",4.5,+19174961476
Montclair Rejuvenation Center,"1 Mt Prospect Ave, Verona, NJ, 07044",4.5,+19732185677
Silver Mirror Facial Bar - Flatiron,"20 West 22nd St, New York, NY, 10010",4.5,+12127028742
Skinova Medspa,"28 W 44th St, New York, NY, 10036",5.0,+12123393993
Hudson Face & Eye,"110 E 40th St, New York, NY, 10016",5.0,+13477881841
Glo Spa NY,"75 Maiden Ln, New York, NY, 10038",5.0,+12122209092
DAPHNE,"375 Broome St, New York, NY, 10013",5.0,+13473828807
Bella Noor Skincare,"30 E 60th St, New York, NY, 10022",5.0,+13474768772
Karmina Beauty Clinic,"635 Madison Ave, New York, NY, 10022",5.0,+19178257533
