Name,Location,Rating,Contact
Simply Smooth Skin,"1766 Western Ave, Albany, NY, 12203",5.0,+15183391519
Bloom Earthly Beauty,"1548 Rte 9, Halfmoon, NY, 12065",5.0,+15189260112
Incredible Skin by Lyn,"1410 Rte 9, Clifton Park, NY, 12065",4.5,+15188129095
All In Aesthetics Studio,"208 Mohawk Ave, Scotia, NY, 12302",5.0,+15185425477
Heavenly Hollow,"523 Dunham Hollow Rd, Averill Park, NY, 12018",5.0,+15182814561
