Name,Location,Rating,Contact
Phiz Spa,"3484 Liberty Rd S, Salem, OR, 97302",4.5,+15034002424
Salon 124,"124 Chemawa Rd N, Keizer, OR, 97303",4.5,+15033907500
Lash Out Loud Esthetics,", West Linn, OR, 97068",5.0,+15033605220
